scientific_id,taxonomic_id,taxonomic_id_type,rank,kingdom,subkingdom,phylum_division,subphylum_subdivision,class,subclass,order,family,subfamily,tribe,genus,species,infrakingdom,superorder,phylum,subphylum,superclass,infraclass,suborder,infraorder,superfamily,parvorder,subterclass,section,subsection,infraphylum,parvphylum,gigaclass,subgenus,forma,megaclass
APHIA:267752,267752,aphia,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Plexauridae,NA,NA,Plexaura,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:267753,267753,aphia,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Plexaurellidae,NA,NA,Plexaurella,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:267779,267779,aphia,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Plexauridae,NA,NA,Pseudoplexaura,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:267781,267781,aphia,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Gorgoniidae,NA,NA,Pseudopterogorgia,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:267790,267790,aphia,genus,Animalia,NA,NA,NA,Octocorallia,NA,Malacalcyonacea,Pterogorgiidae,NA,NA,Pterogorgia,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:268418,268418,aphia,genus,Animalia,NA,NA,NA,Teleostei,NA,Kurtiformes,Apogonidae,Apogoninae,NA,Astrapogon,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:269045,269045,aphia,genus,Animalia,NA,NA,NA,Teleostei,NA,Gobiiformes,Gobiidae,Gobiinae,NA,Elacatinus,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:269073,269073,aphia,genus,Animalia,NA,NA,NA,Teleostei,NA,Blenniiformes,Tripterygiidae,Tripterygiinae,NA,Enneanectes,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:269456,269456,aphia,genus,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Hypoplectrus,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:269590,269590,aphia,genus,Animalia,NA,NA,NA,Teleostei,NA,Blenniiformes,Labrisomidae,NA,NA,Labrisomus,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:269781,269781,aphia,genus,Animalia,NA,NA,NA,Teleostei,NA,Blenniiformes,Labrisomidae,NA,NA,Malacoctenus,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:271324,271324,aphia,species,Animalia,NA,NA,NA,Elasmobranchii,Neoselachii,Carcharhiniformes,Carcharhinidae,NA,NA,Carcharhinus,Carcharhinus perezii,NA,Galeomorphi,Chordata,Vertebrata,NA,Selachii,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Chondrichthyes,NA,NA,NA,NA
APHIA:271436,271436,aphia,species,Animalia,NA,NA,NA,Elasmobranchii,Neoselachii,Myliobatiformes,Dasyatidae,NA,NA,Dasyatis,Dasyatis hypostigma,NA,NA,Chordata,Vertebrata,NA,Batoidea,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Chondrichthyes,NA,NA,NA,NA
APHIA:271805,271805,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Anguilliformes,Muraenidae,Muraeninae,NA,Enchelycore,Enchelycore carychroa,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:271852,271852,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Anguilliformes,Muraenidae,Muraeninae,NA,Gymnothorax,Gymnothorax miliaris,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:272982,272982,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Kurtiformes,Apogonidae,Apogoninae,NA,Apogon,Apogon binotatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273108,273108,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Kurtiformes,Apogonidae,Apogoninae,NA,Apogon,Apogon townsendi,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273125,273125,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Blenniiformes,Blenniidae,Salariinae,NA,Ophioblennius,Ophioblennius macclurei,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273369,273369,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Acanthuriformes,Chaetodontidae,NA,NA,Prognathodes,Prognathodes aculeatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273540,273540,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Bodianus,Bodianus pulchellus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273541,273541,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Bodianus,Bodianus rufus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273602,273602,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Xyrichtys,Xyrichtys martinicensis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273608,273608,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Xyrichtys,Xyrichtys splendens,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273718,273718,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Pomacentridae,NA,NA,Chromis,Chromis cyanea,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273731,273731,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Pomacentridae,NA,NA,Chromis,Chromis insolata,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273743,273743,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Pomacentridae,NA,NA,Chromis,Chromis multilineata,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273756,273756,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Ovalentaria incertae sedis,Pomacentridae,NA,NA,Chromis,Chromis scotti,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273771,273771,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma atomarium,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273772,273772,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma aurofrenatum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273773,273773,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma axillare,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273774,273774,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma chrysopterum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273775,273775,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma frondosum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273777,273777,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma radians,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273779,273779,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma tuiupiranga,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273780,273780,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Sparisomatinae,NA,Sparisoma,Sparisoma viride,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273819,273819,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Scombriformes,Scombridae,Scombrinae,NA,Scomberomorus,Scomberomorus regalis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273876,273876,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Mycteroperca,Mycteroperca acutirostris,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273878,273878,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Mycteroperca,Mycteroperca interstitialis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273884,273884,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Mycteroperca,Mycteroperca tigris,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273885,273885,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Mycteroperca,Mycteroperca venenosa,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273890,273890,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus annularis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273893,273893,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus baldwini,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273896,273896,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus flaviventris,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273908,273908,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus tabacarius,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273909,273909,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus tigrinus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273910,273910,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Serranidae,NA,NA,Serranus,Serranus tortugarum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:273972,273972,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Sparidae,NA,NA,Diplodus,Diplodus holbrookii,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:274187,274187,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Pleuronectiformes,Bothidae,NA,NA,Bothus,Bothus lunatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:274188,274188,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Pleuronectiformes,Bothidae,NA,NA,Bothus,Bothus maculiferus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:274711,274711,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Scorpaenidae,Scorpaeninae,NA,Scorpaena,Scorpaena grandicornis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Scorpaenoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:274743,274743,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Scorpaenidae,Scorpaeninae,NA,Scorpaenodes,Scorpaenodes caribbaeus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Scorpaenoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275219,275219,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Syngnathiformes,Syngnathidae,Syngnathinae,NA,Syngnathus,Syngnathus caribbaeus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275232,275232,aphia,Species,Animalia,NA,NA,NA,Teleostei,NA,Syngnathiformes,Syngnathidae,Syngnathinae,NA,Syngnathus,Syngnathus scovelli,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275239,275239,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Tetraodontiformes,Diodontidae,NA,NA,Chilomycterus,Chilomycterus antennatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275240,275240,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Tetraodontiformes,Diodontidae,NA,NA,Chilomycterus,Chilomycterus antillarum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275276,275276,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Tetraodontiformes,Tetraodontidae,NA,NA,Sphoeroides,Sphoeroides greeleyi,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275721,275721,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon album,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275724,275724,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon carbonarium,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275725,275725,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon chrysargyreum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275727,275727,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon flavolineatum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275728,275728,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon macrostomum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275730,275730,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon melanurum,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275731,275731,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon parra,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275733,275733,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Haemulidae,Haemulinae,NA,Haemulon,Haemulon sciurus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275754,275754,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres brasiliensis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275760,275760,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres cyanocephalus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275764,275764,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres garnoti,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275772,275772,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres maculipinna,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275787,275787,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres penrosei,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275788,275788,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres pictus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275790,275790,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres poeyi,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275793,275793,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres radiatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275800,275800,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Labridae,NA,NA,Halichoeres,Halichoeres socialis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275874,275874,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Tetraodontiformes,Ostraciidae,NA,NA,Lactophrys,Lactophrys bicaudalis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275954,275954,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Epinephelidae,NA,NA,Liopropoma,Liopropoma rubre,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275958,275958,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Grammistidae,NA,NA,Rypticus,Rypticus bistrispinus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275963,275963,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Grammistidae,NA,NA,Rypticus,Rypticus saponaceus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:275964,275964,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Perciformes,Grammistidae,NA,NA,Rypticus,Rypticus subbifrenatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,Percoidei,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:276012,276012,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Acanthuriformes,Pomacanthidae,NA,NA,Holacanthus,Holacanthus ciliaris,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:276017,276017,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Acanthuriformes,Pomacanthidae,NA,NA,Holacanthus,Holacanthus tricolor,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:276025,276025,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Acanthuriformes,Pomacanthidae,NA,NA,Pomacanthus,Pomacanthus paru,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:276042,276042,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Scarinae,NA,Scarus,Scarus coelestinus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:276049,276049,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Scarinae,NA,Scarus,Scarus guacamaia,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
APHIA:276052,276052,aphia,species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Scaridae,Scarinae,NA,Scarus,Scarus iseri,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA,NA
